0 0 0 0
3 135 122 107
6 5738 4685 1763
10 7162 5670 2168
13 7125 5662 2213
16 7104 5649 2247
19 7095 5614 2291
22 7072 5590 2338
26 7047 5553 2400
29 7013 5558 2429
32 6967 5580 2453
35 6922 5593 2485
38 6889 5588 2523
42 6821 5624 2555
45 6806 5621 2573
48 6763 5633 2604
51 6703 5668 2629
54 6663 5678 2659
58 6610 5695 2695
61 6581 5704 2715
64 6552 5721 2727
67 6536 5732 2732
70 6505 5722 2773
74 6484 5723 2793
77 6479 5712 2809
80 6485 5701 2814
83 6453 5727 2820
86 6413 5721 2866
90 6367 5739 2894
93 6361 5722 2917
96 6342 5717 2941
99 6336 5707 2957
102 6327 5701 2972
106 6319 5714 2967
109 6293 5704 3003
112 6263 5709 3028
115 6226 5726 3048
118 6198 5708 3094
122 6151 5725 3124
125 6128 5729 3143
128 6073 5745 3182
131 6047 5763 3190
134 6012 5757 3231
138 5963 5811 3226
141 5971 5779 3250
144 5958 5771 3271
147 5920 5791 3289
150 5873 5811 3316
154 5801 5851 3348
157 5787 5858 3355
160 5750 5865 3385
163 5733 5846 3421
166 5711 5857 3432
170 5686 5869 3445
173 5656 5880 3464
176 5641 5876 3483
179 5642 5848 3510
182 5595 5865 3540
186 5543 5885 3572
189 5512 5915 3573
192 5507 5883 3610
195 5497 5883 3620
198 5442 5900 3658
202 5417 5901 3682
205 5386 5918 3696
208 5381 5902 3717
211 5344 5933 3723
214 5338 5932 3730
218 5312 5922 3766
221 5283 5954 3763
224 5269 5958 3773
227 5240 5927 3833
230 5205 5946 3849
234 5170 5976 3854
237 5134 6003 3863
240 5126 5993 3881
243 5088 6008 3904
246 5071 6016 3913
250 5035 6044 3921
253 5026 6045 3929
256 4987 6072 3941
259 4983 6054 3963
262 4962 6055 3983
266 4948 6051 4001
269 4929 6059 4012
272 4909 6043 4048
275 4872 6068 4060
278 4853 6076 4071
282 4825 6079 4096
285 4786 6102 4112
288 4762 6113 4125
291 4723 6121 4156
294 4716 6081 4203
298 4689 6108 4203
301 4651 6123 4226
304 4612 6167 4221
307 4576 6167 4257
310 4573 6171 4256
314 4558 6150 4292
317 4544 6151 4305
320 4524 6160 4316
323 4521 6157 4322
326 4516 6166 4318
330 4479 6144 4377
333 4480 6121 4399
336 4505 6097 4398
339 4498 6080 4422
342 4478 6103 4419
346 4442 6109 4449
349 4414 6120 4466
352 4387 6131 4482
355 4375 6139 4486
358 4359 6133 4508
362 4320 6161 4519
365 4287 6175 4538
368 4263 6163 4574
371 4257 6163 4580
374 4237 6161 4602
378 4218 6162 4620
381 4203 6161 4636
384 4150 6179 4671
387 4126 6184 4690
390 4108 6193 4699
394 4065 6199 4736
397 4027 6216 4757
400 4022 6206 4772
403 4004 6186 4810
406 3983 6183 4834
410 3960 6199 4841
413 3902 6235 4863
416 3873 6246 4881
419 3850 6253 4897
422 3834 6266 4900
426 3797 6262 4941
429 3780 6243 4977
432 3761 6223 5016
435 3716 6236 5048
438 3701 6221 5078
442 3684 6213 5103
445 3667 6216 5117
448 3623 6237 5140
451 3625 6216 5159
454 3611 6218 5171
458 3546 6237 5217
461 3519 6249 5232
464 3509 6275 5216
467 3490 6274 5236
470 3481 6287 5232
474 3439 6306 5255
477 3383 6325 5292
480 3373 6324 5303
483 3357 6299 5344
486 3338 6278 5384
490 3313 6269 5418
493 3287 6273 5440
496 3257 6289 5454
499 3242 6303 5455
502 3216 6289 5495
506 3174 6304 5522
509 3170 6292 5538
512 3142 6266 5592
515 3126 6264 5610
518 3104 6269 5627
522 3058 6282 5660
525 3045 6282 5673
528 3033 6255 5712
531 3010 6284 5706
534 2995 6283 5722
538 2973 6299 5728
541 2949 6311 5740
544 2911 6315 5774
547 2889 6318 5793
550 2871 6339 5790
554 2853 6329 5818
557 2833 6339 5828
560 2815 6327 5858
563 2778 6355 5867
566 2756 6355 5889
570 2748 6342 5910
573 2717 6352 5931
576 2702 6350 5948
579 2684 6343 5973
582 2666 6329 6005
586 2639 6337 6024
589 2628 6319 6053
592 2622 6297 6081
595 2588 6326 6086
598 2565 6308 6127
602 2549 6289 6162
605 2524 6316 6160
608 2502 6312 6186
611 2468 6299 6233
614 2459 6289 6252
618 2442 6258 6300
621 2449 6251 6300
624 2457 6235 6308
627 2438 6235 6327
630 2426 6205 6369
634 2383 6200 6417
637 2355 6189 6456
640 2333 6177 6490
643 2312 6157 6531
646 2306 6132 6562
650 2269 6147 6584
653 2258 6156 6586
656 2256 6159 6585
659 2247 6152 6601
662 2212 6148 6640
666 2197 6151 6652
669 2177 6151 6672
672 2166 6100 6734
675 2145 6086 6769
678 2141 6070 6789
682 2130 6065 6805
685 2115 6036 6849
688 2085 6046 6869
691 2067 6017 6916
694 2065 6023 6912
698 2054 5992 6954
701 2044 5991 6965
704 2032 5997 6971
707 2032 5983 6985
710 2030 5978 6992
714 2038 5949 7013
717 2026 5922 7052
720 2001 5942 7057
723 1976 5966 7058
726 1979 5946 7075
730 1966 5933 7101
733 1962 5935 7103
736 1963 5949 7088
739 1958 5939 7103
742 1953 5929 7118
746 1944 5940 7116
749 1925 5939 7136
752 1902 5969 7129
755 1907 5966 7127
758 1894 5974 7132
762 1863 5930 7207
765 1855 5930 7215
768 1854 5923 7223
771 1851 5919 7230
774 1837 5920 7243
778 1820 5910 7270
781 1802 5915 7283
784 1803 5924 7273
787 1790 5901 7309
790 1781 5884 7335
794 1781 5886 7333
797 1757 5893 7350
800 1735 5892 7373
